trial_id,label,speaker_a,recording_a,path_a,speaker_b,recording_b,path_b
T0030,0,bomman,bomman2,audio_val/bomman/bomman2.wav,domixi,domixi3,audio_val/domixi/domixi3.wav
T0031,0,bomman,bomman2,audio_val/bomman/bomman2.wav,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav
T0032,0,bomman,bomman2,audio_val/bomman/bomman2.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0033,0,bomman,bomman2,audio_val/bomman/bomman2.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0034,0,bomman,bomman2,audio_val/bomman/bomman2.wav,jv,jv1,audio_val/jv/jv1.wav
T0035,0,bomman,bomman2,audio_val/bomman/bomman2.wav,jv,jv2,audio_val/jv/jv2.wav
T0036,0,bomman,bomman2,audio_val/bomman/bomman2.wav,jv,jv3,audio_val/jv/jv3.wav
T0037,0,bomman,bomman2,audio_val/bomman/bomman2.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0038,0,bomman,bomman2,audio_val/bomman/bomman2.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0039,0,bomman,bomman2,audio_val/bomman/bomman2.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0040,0,bomman,bomman2,audio_val/bomman/bomman2.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0041,0,bomman,bomman2,audio_val/bomman/bomman2.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0042,0,bomman,bomman2,audio_val/bomman/bomman2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0043,0,bomman,bomman2,audio_val/bomman/bomman2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0044,0,bomman,bomman2,audio_val/bomman/bomman2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0045,0,bomman,bomman2,audio_val/bomman/bomman2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0046,0,bomman,bomman2,audio_val/bomman/bomman2.wav,sena,sena1,audio_val/sena/sena1.wav
T0047,0,bomman,bomman2,audio_val/bomman/bomman2.wav,sena,sena2,audio_val/sena/sena2.wav
T0048,0,bomman,bomman2,audio_val/bomman/bomman2.wav,sena,sena3,audio_val/sena/sena3.wav
T0049,0,bomman,bomman2,audio_val/bomman/bomman2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0050,0,bomman,bomman2,audio_val/bomman/bomman2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0051,0,bomman,bomman2,audio_val/bomman/bomman2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0052,0,bomman,bomman3,audio_val/bomman/bomman3.wav,domixi,domixi1,audio_val/domixi/domixi1.wav
T0053,0,bomman,bomman3,audio_val/bomman/bomman3.wav,domixi,domixi2,audio_val/domixi/domixi2.wav
T0054,0,bomman,bomman3,audio_val/bomman/bomman3.wav,domixi,domixi3,audio_val/domixi/domixi3.wav
T0055,0,bomman,bomman3,audio_val/bomman/bomman3.wav,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav
T0056,0,bomman,bomman3,audio_val/bomman/bomman3.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0057,0,bomman,bomman3,audio_val/bomman/bomman3.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0058,0,bomman,bomman3,audio_val/bomman/bomman3.wav,jv,jv1,audio_val/jv/jv1.wav
T0059,0,bomman,bomman3,audio_val/bomman/bomman3.wav,jv,jv2,audio_val/jv/jv2.wav
T0060,0,bomman,bomman3,audio_val/bomman/bomman3.wav,jv,jv3,audio_val/jv/jv3.wav
T0061,0,bomman,bomman3,audio_val/bomman/bomman3.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0062,0,bomman,bomman3,audio_val/bomman/bomman3.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0063,0,bomman,bomman3,audio_val/bomman/bomman3.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0064,0,bomman,bomman3,audio_val/bomman/bomman3.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0065,0,bomman,bomman3,audio_val/bomman/bomman3.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0066,0,bomman,bomman3,audio_val/bomman/bomman3.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0067,0,bomman,bomman3,audio_val/bomman/bomman3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0068,0,bomman,bomman3,audio_val/bomman/bomman3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0069,0,bomman,bomman3,audio_val/bomman/bomman3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0070,0,bomman,bomman3,audio_val/bomman/bomman3.wav,sena,sena1,audio_val/sena/sena1.wav
T0071,0,bomman,bomman3,audio_val/bomman/bomman3.wav,sena,sena2,audio_val/sena/sena2.wav
T0072,0,bomman,bomman3,audio_val/bomman/bomman3.wav,sena,sena3,audio_val/sena/sena3.wav
T0073,0,bomman,bomman3,audio_val/bomman/bomman3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0074,0,bomman,bomman3,audio_val/bomman/bomman3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0075,0,bomman,bomman3,audio_val/bomman/bomman3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0076,1,domixi,domixi1,audio_val/domixi/domixi1.wav,domixi,domixi2,audio_val/domixi/domixi2.wav
T0077,1,domixi,domixi1,audio_val/domixi/domixi1.wav,domixi,domixi3,audio_val/domixi/domixi3.wav
T0078,0,domixi,domixi1,audio_val/domixi/domixi1.wav,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav
T0079,0,domixi,domixi1,audio_val/domixi/domixi1.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0080,0,domixi,domixi1,audio_val/domixi/domixi1.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0081,0,domixi,domixi1,audio_val/domixi/domixi1.wav,jv,jv1,audio_val/jv/jv1.wav
T0082,0,domixi,domixi1,audio_val/domixi/domixi1.wav,jv,jv2,audio_val/jv/jv2.wav
T0083,0,domixi,domixi1,audio_val/domixi/domixi1.wav,jv,jv3,audio_val/jv/jv3.wav
T0084,0,domixi,domixi1,audio_val/domixi/domixi1.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0085,0,domixi,domixi1,audio_val/domixi/domixi1.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0086,0,domixi,domixi1,audio_val/domixi/domixi1.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0087,0,domixi,domixi1,audio_val/domixi/domixi1.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0088,0,domixi,domixi1,audio_val/domixi/domixi1.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0089,0,domixi,domixi1,audio_val/domixi/domixi1.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0090,0,domixi,domixi1,audio_val/domixi/domixi1.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0091,0,domixi,domixi1,audio_val/domixi/domixi1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0092,0,domixi,domixi1,audio_val/domixi/domixi1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0093,0,domixi,domixi1,audio_val/domixi/domixi1.wav,sena,sena1,audio_val/sena/sena1.wav
T0094,0,domixi,domixi1,audio_val/domixi/domixi1.wav,sena,sena2,audio_val/sena/sena2.wav
T0095,0,domixi,domixi1,audio_val/domixi/domixi1.wav,sena,sena3,audio_val/sena/sena3.wav
T0096,0,domixi,domixi1,audio_val/domixi/domixi1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0097,0,domixi,domixi1,audio_val/domixi/domixi1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0098,0,domixi,domixi1,audio_val/domixi/domixi1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0099,1,domixi,domixi2,audio_val/domixi/domixi2.wav,domixi,domixi3,audio_val/domixi/domixi3.wav
T0100,0,domixi,domixi2,audio_val/domixi/domixi2.wav,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav
T0101,0,domixi,domixi2,audio_val/domixi/domixi2.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0102,0,domixi,domixi2,audio_val/domixi/domixi2.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0103,0,domixi,domixi2,audio_val/domixi/domixi2.wav,jv,jv1,audio_val/jv/jv1.wav
T0104,0,domixi,domixi2,audio_val/domixi/domixi2.wav,jv,jv2,audio_val/jv/jv2.wav
T0105,0,domixi,domixi2,audio_val/domixi/domixi2.wav,jv,jv3,audio_val/jv/jv3.wav
T0106,0,domixi,domixi2,audio_val/domixi/domixi2.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0107,0,domixi,domixi2,audio_val/domixi/domixi2.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0108,0,domixi,domixi2,audio_val/domixi/domixi2.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0109,0,domixi,domixi2,audio_val/domixi/domixi2.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0110,0,domixi,domixi2,audio_val/domixi/domixi2.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0111,0,domixi,domixi2,audio_val/domixi/domixi2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0112,0,domixi,domixi2,audio_val/domixi/domixi2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0113,0,domixi,domixi2,audio_val/domixi/domixi2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0114,0,domixi,domixi2,audio_val/domixi/domixi2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0115,0,domixi,domixi2,audio_val/domixi/domixi2.wav,sena,sena1,audio_val/sena/sena1.wav
T0116,0,domixi,domixi2,audio_val/domixi/domixi2.wav,sena,sena2,audio_val/sena/sena2.wav
T0117,0,domixi,domixi2,audio_val/domixi/domixi2.wav,sena,sena3,audio_val/sena/sena3.wav
T0118,0,domixi,domixi2,audio_val/domixi/domixi2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0119,0,domixi,domixi2,audio_val/domixi/domixi2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0120,0,domixi,domixi2,audio_val/domixi/domixi2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0121,0,domixi,domixi3,audio_val/domixi/domixi3.wav,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav
T0122,0,domixi,domixi3,audio_val/domixi/domixi3.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0123,0,domixi,domixi3,audio_val/domixi/domixi3.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0124,0,domixi,domixi3,audio_val/domixi/domixi3.wav,jv,jv1,audio_val/jv/jv1.wav
T0125,0,domixi,domixi3,audio_val/domixi/domixi3.wav,jv,jv2,audio_val/jv/jv2.wav
T0126,0,domixi,domixi3,audio_val/domixi/domixi3.wav,jv,jv3,audio_val/jv/jv3.wav
T0127,0,domixi,domixi3,audio_val/domixi/domixi3.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0128,0,domixi,domixi3,audio_val/domixi/domixi3.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0129,0,domixi,domixi3,audio_val/domixi/domixi3.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0130,0,domixi,domixi3,audio_val/domixi/domixi3.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0131,0,domixi,domixi3,audio_val/domixi/domixi3.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0132,0,domixi,domixi3,audio_val/domixi/domixi3.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0133,0,domixi,domixi3,audio_val/domixi/domixi3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0134,0,domixi,domixi3,audio_val/domixi/domixi3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0135,0,domixi,domixi3,audio_val/domixi/domixi3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0136,0,domixi,domixi3,audio_val/domixi/domixi3.wav,sena,sena1,audio_val/sena/sena1.wav
T0137,0,domixi,domixi3,audio_val/domixi/domixi3.wav,sena,sena2,audio_val/sena/sena2.wav
T0138,0,domixi,domixi3,audio_val/domixi/domixi3.wav,sena,sena3,audio_val/sena/sena3.wav
T0139,0,domixi,domixi3,audio_val/domixi/domixi3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0140,0,domixi,domixi3,audio_val/domixi/domixi3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0141,0,domixi,domixi3,audio_val/domixi/domixi3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0142,1,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav
T0143,1,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0144,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,jv,jv1,audio_val/jv/jv1.wav
T0145,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,jv,jv2,audio_val/jv/jv2.wav
T0146,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,jv,jv3,audio_val/jv/jv3.wav
T0147,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0148,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0149,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0150,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0151,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0152,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0153,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0154,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0155,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0156,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,sena,sena1,audio_val/sena/sena1.wav
T0157,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,sena,sena2,audio_val/sena/sena2.wav
T0158,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,sena,sena3,audio_val/sena/sena3.wav
T0159,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0160,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0161,0,huanhoahong,huanhoahong1,audio_val/huanhoahong/huanhoahong1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0162,1,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav
T0163,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,jv,jv1,audio_val/jv/jv1.wav
T0164,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,jv,jv2,audio_val/jv/jv2.wav
T0165,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,jv,jv3,audio_val/jv/jv3.wav
T0166,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0167,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0168,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0169,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0170,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0171,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0172,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0173,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0174,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0175,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,sena,sena1,audio_val/sena/sena1.wav
T0176,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,sena,sena2,audio_val/sena/sena2.wav
T0177,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,sena,sena3,audio_val/sena/sena3.wav
T0178,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0179,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0180,0,huanhoahong,huanhoahong2,audio_val/huanhoahong/huanhoahong2.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0181,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,jv,jv1,audio_val/jv/jv1.wav
T0182,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,jv,jv2,audio_val/jv/jv2.wav
T0183,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,jv,jv3,audio_val/jv/jv3.wav
T0184,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0185,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0186,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0187,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0188,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0189,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0190,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0191,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0192,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0193,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,sena,sena1,audio_val/sena/sena1.wav
T0194,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,sena,sena2,audio_val/sena/sena2.wav
T0195,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,sena,sena3,audio_val/sena/sena3.wav
T0196,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0197,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0198,0,huanhoahong,huanhoahong3,audio_val/huanhoahong/huanhoahong3.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0199,1,jv,jv1,audio_val/jv/jv1.wav,jv,jv2,audio_val/jv/jv2.wav
T0200,1,jv,jv1,audio_val/jv/jv1.wav,jv,jv3,audio_val/jv/jv3.wav
T0201,0,jv,jv1,audio_val/jv/jv1.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0202,0,jv,jv1,audio_val/jv/jv1.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0203,0,jv,jv1,audio_val/jv/jv1.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0204,0,jv,jv1,audio_val/jv/jv1.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0205,0,jv,jv1,audio_val/jv/jv1.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0206,0,jv,jv1,audio_val/jv/jv1.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0207,0,jv,jv1,audio_val/jv/jv1.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
T0208,0,jv,jv1,audio_val/jv/jv1.wav,pewpew,pewpew2,audio_val/pewpew/pewpew2.wav
T0209,0,jv,jv1,audio_val/jv/jv1.wav,pewpew,pewpew3,audio_val/pewpew/pewpew3.wav
T0210,0,jv,jv1,audio_val/jv/jv1.wav,sena,sena1,audio_val/sena/sena1.wav
T0211,0,jv,jv1,audio_val/jv/jv1.wav,sena,sena2,audio_val/sena/sena2.wav
T0212,0,jv,jv1,audio_val/jv/jv1.wav,sena,sena3,audio_val/sena/sena3.wav
T0213,0,jv,jv1,audio_val/jv/jv1.wav,truongcon,truongcon1,audio_val/truongcon/truongcon1.wav
T0214,0,jv,jv1,audio_val/jv/jv1.wav,truongcon,truongcon2,audio_val/truongcon/truongcon2.wav
T0215,0,jv,jv1,audio_val/jv/jv1.wav,truongcon,truongcon3,audio_val/truongcon/truongcon3.wav
T0216,1,jv,jv2,audio_val/jv/jv2.wav,jv,jv3,audio_val/jv/jv3.wav
T0217,0,jv,jv2,audio_val/jv/jv2.wav,khabanh,khabanh1,audio_val/khabanh/khabanh1.wav
T0218,0,jv,jv2,audio_val/jv/jv2.wav,khabanh,khabanh2,audio_val/khabanh/khabanh2.wav
T0219,0,jv,jv2,audio_val/jv/jv2.wav,khabanh,khabanh3,audio_val/khabanh/khabanh3.wav
T0220,0,jv,jv2,audio_val/jv/jv2.wav,ntn,ntn1,audio_val/ntn/ntn1.wav
T0221,0,jv,jv2,audio_val/jv/jv2.wav,ntn,ntn2,audio_val/ntn/ntn2.wav
T0222,0,jv,jv2,audio_val/jv/jv2.wav,ntn,ntn3,audio_val/ntn/ntn3.wav
T0223,0,jv,jv2,audio_val/jv/jv2.wav,pewpew,pewpew1,audio_val/pewpew/pewpew1.wav
